,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county
8487,asparagus," NEW RECIPE  just in time for Spring and all the asparagus we're starting to see in all the stores! Our ASPARAGUS PARMESAN CLOUD will be finding it's way to your brunch, lunch or ",40.2444,-111.661,49049001900,0.0,healthy,0,49049
8488,rice,"SATAN TRIED 2 TAKE ME OUT FRFR THIS YEAR HUH...FOH!...DNT CALL IT A COMEBACK
KNOCK ME DOWN 9X, I GET UP 10
FRESH OUT 901 RICE ST #GOOGLEIT
#RNBKILLA 
#KINGBAE @ Fulton ",33.79,-84.47,13121008601,0.5147,healthy,0,13121
8489,rice,"Day 13 of 21. Regretting for not staying in LA, loneliness kicking in, 4 more airport hours, craving for rice and beans, debating going to the mountain again - ",37.45534,-122.17858000000001,06081612500,-0.6705,healthy,0,06081
8490,rice,Delishhhhhhh. Curried goat with rice and peas and sweet plantains and #NegrilBK FEVER cocktail. @ Negril BK ,40.675090000000004,-73.981727,36047013300,0.4588,healthy,0,36047
8491,rice,"5 day fasting regimen, 1.5 days of vegetables/rice/some protein then ALL IN on a great burger. #foodcoma #nommom #netflixand nap @ State Burger Co. ",40.91158,-77.77799,42027011100,0.6249,healthy,0,42027
8492,rice,Rice krispie treat ice cream and march madness!!! #sunniskys #UNC #marchmadness @ Sunni Sky's Homemade Ice Cream Inc. ,35.53181,-78.74461,37183053108,-0.2677,healthy,0,37183
8493,rice,Rice people of the world UNITE! ,33.83824167,-118.08088617,06037555102,0.0,healthy,0,06037
8494,rice,"This is the saddest Hawaiian dish I've ever eaten, but it was delicious. I did not eat the brown rice, and if you ever see me eating it, I am under duress.  #lightergarlicfish @ L &amp; L ",47.21662332,-122.4653124,53053062600,0.5499,healthy,0,53053
8495,rice,"Additions tonight to get your weekend started- Roasted brussel sprouts, pancetta, bechamel sauce, pine nut-honey, Parmesan and a soy glazed salmon over shrimp fried rice #drinkdancedine ",39.948499,-75.16310899999999,42101000901,0.0,healthy,0,42101
8496,rice,"Join the Rice University team! See our latest #Clerical job openings, including ""Department Administrator"", via the link in our bio. #Houston, TX",29.7205594,-95.3962938,48201412100,0.6932,healthy,0,48201
8497,rice, and  bringing the heat!!! @ Rice Business - Jones Graduate School of Business ,29.71744535,-95.40308475,48201412100,0.0,healthy,0,48201
8498,rice,Students in @J_JohnsonRMS's class discussing their Book Club books. Are they writing on their tables?!?! #riceravens @ C M Rice Middle ,33.09362351,-96.76009569,48085031638,0.0,healthy,0,48085
8499,rice,Students in @RiceMS_MsBrosam's 7th period presenting and learning about sources of energy. @ C M Rice Middle ,33.09362351,-96.76009569,48085031638,0.2732,healthy,0,48085
8500,rice,Digging holes and laying down pipes! @ C M Rice Middle ,33.09362351,-96.76009569,48085031638,0.0,healthy,0,48085
8501,rice,2nd period 6th grade @ricemschoir. @ C M Rice Middle ,33.09362351,-96.76009569,48085031638,0.0,healthy,0,48085
8502,rice,Understanding Box and Whisper Plots in @ricemswalker's 6th Grade Math class yesterday. #riceravens @ C M Rice Middle ,33.09362351,-96.76009569,48085031638,0.0,healthy,0,48085
8503,rice,Our #goodnewscalloftheday goes to our #RiceRavens 3rd Nine Weeks Remarkable Ravens!  @ C M Rice Middle ,33.09362351,-96.76009569,48085031638,0.5983,healthy,0,48085
8504,rice,"#Repost @stryke303 with get_repost

 305 - Tonight!
Miami Music Week

RICE and BEATS
Friday March 29 1800lucky  E A T  D R I N K  D A N C E 

DJs
Kenny Dope
Oscar G
DJ Sneak
Todd ",25.88746936,-80.13112843,12086003801,0.0,healthy,0,12086
8505,rice,TGIF everyone . Our special Nigerian jollof rice is now available at the store @MMWak. You can make your orders now and it is also available for delivery. Very tasty and delicious. ,37.800903999999996,-122.27599209999998,06001403100,0.8933,healthy,0,06001
8506,mango,"My 1st visit to @cosechacafe in Oakland. The #Mango&amp;Mint #Salad is true Visual Work of Art. The Wonderful flavors of the fresh ingredients do make you See, Smell and Taste A #fresh ",37.80176,-122.27461,06001403100,0.8316,healthy,0,06001
8507,rice,"
Because #Friyay 
Thank you dailydozendoughnuts #SterlingHeights #donuts 
 @ Gail and Rice ",42.51325994,-83.32900995,26125166700,0.3612,healthy,0,26125
8508,rice,"#steakandeggs and Rice  Lol
#bayouboyyabo 
#bayouboyyabezzie @ Grand Bayou, Louisiana ",30.015,-91.1306,22007050300,0.7003,healthy,0,22007
8509,rice,Minor Crash cleared on US82 EB @ MP49.1 at Rice Mine Rd/CR30 in Tuscaloosa.,33.228576000000004,-87.533376,01125010407,-0.3182,healthy,0,01125
8510,rice,"Tomorrow Ronnie L. Rice 
Joins us to discuss his book 
When Phoenix Rise!
@2pm!
#bnspartanburg #localauthors @ Barnes &amp; Noble ",34.93616137,-81.98372281,45083020602,0.555,healthy,0,45083
8511,rice,"Ending tonight off with a ghetto fabulous favorite my Famous neckbone Stew with white rice chase down by a nice C&amp;C grape soda got to love it..
#GETTHESTRAP ",40.6622,-74.2091,34039031100,0.9246,healthy,0,34039
8512,cherry,Ending tonight watching New Jack City and having one of my favorites my famous murder Burger with pickles on the side chase down by Wild Cherry Pepsi great ,40.6622,-74.2091,34039031100,0.296,healthy,0,34039
8513,rice,Eating good on a daily basis #foodlife #foodporn  #thaifriedrice #chocolatechippancakes #calitrip @ Rice &amp; Spice Thai Cuisine ,33.91737758,-117.26603954,06065046700,0.4404,healthy,0,06065
8514,rice,This kim chi fried rice looks almost too good to eat. Almost. @ Downtown Redlands ,34.05631961,-117.18085299,06071008100,0.3862,healthy,0,06071
8515,chicken,"I can now add chicken wrangling and egg gathering while getting my hand pooped on to my resume. #farmer #hardwork @ Redlands, California ",34.0555,-117.1821,06071008100,0.4939,healthy,0,06071
8516,orange,"COLOR CORRECTION: Client wanted to get rid of grown out orange hair. 
1. Color removed 
2. Root shadowed/ low-lighted 
3. Tone 
4. Haircut &amp; style 
Swipe for  lighting + BEFORE!  @  ",34.05575031,-117.18194614,06071008100,0.0,healthy,0,06071
8517,brussels sprouts,"Honey Glazed Brussels Sprouts #yum @ Galveston, Texas ",29.2995,-94.7942,48167724400,0.0,healthy,0,48167
8518,brussels sprouts,"Bacon and Brussels sprouts (at @Walmart Supercenter in Clermont, FL) ",28.35476352,-81.67305292,12069031311,0.0,healthy,0,12069
8519,beef,"Bit of a spice to dinner tonight. So yummy tho. Protein chips and then ground beef on top with cheddar cheese and a bit of sour cream. 
.
.
.
.
.
#ketodiet #lowcarb #lchf #ketolife ",28.3476,-81.672,12069031311,0.6697,healthy,0,12069
8520,spinach,"#breakfast
I am really missing my freshly made omelettes in the morning from America. Although they are pretty #basic, they taste great!! I usually had bacon, spinach and American cheese. ",28.38498433,-81.4768148,12095017016,0.75,healthy,0,12095
8521,spinach,"This one had some HEAT! 
CHORIZO 
JALEPENOS 
PEPPER JACK CHEESE
SPINACH 
CARMELIZED ONIONS
TWO EGGS
#chinsbbq #northwestbbqcrew #meathustler #meathustlernation #chingon #eggs #jalepenos ",45.5224,-122.9888,41067032604,0.0,healthy,0,41067
8522,spinach,"This Mornings Get Down! Eggs Jalapenos Tomatoes Onions Spinach @tillamookcheese Sharp Cheddar Cheese all Wrapped up in a donpanchofoods Spinach Wrap Style Tortilla! ....

#chinsbbq ",45.5224,-122.9888,41067032604,0.0,healthy,0,41067
8523,spinach,"rosiesplace continues to reel me in with their special offerings of unusual flavor combinations.

Today's ""Coastal Benny"" was amazing. Crab cakes atop spinach leaves on a sliced English ",39.95125,-86.2622,18011810605,0.7579,healthy,0,18011
8524,spinach,Sort of WFPB. Very #yummy. A new breakfast sandwich at @GreenSpaceCafe1 this AM. Soon the world. With spinach and tomato on a whole grain English muffin.  #nobacon #tasty #vegan ,42.46023466,-83.13653085,26125173400,0.0,healthy,0,26125
8525,spinach,"Now I feel at home... eggs, bacon, peppers, spinach with cheese just a bit.. @ Newmanstown, Pennsylvania ",40.35083333,-76.2125,42075003000,0.0,healthy,0,42075
8526,spinach,"Beets &amp; watermelon radishes, peas, spring mix, basil, Malabar spinach, parsley &amp; tomato, bush beans #marchgarden #veggarden #farmtotable #growingmyownfood @ Sugar Land, Texas ",29.6183,-95.6368,48157672100,0.0,healthy,0,48157
8527,spinach,Take advantage TONIGHT of the great specials were cooking up at Michael Forbes Grille! Specials tonight include our Spinach and Artichoke Dip for $7.99 and our Wild-Caught Pan-Seared ,39.0140858,-94.5901988,29095008300,0.75,healthy,0,29095
8528,spinach,"True love = making homemade pizza (right) for your family when you are trying to get back on track with low-carb/keto.  Self discipline = making a no-crust spinach ""pizza"" (left) for ",35.1091,-77.0691,37049960700,0.7906,healthy,0,37049
8529,spinach,"Saturday's Special.  Hot and sweet sausage pasta with peppers, onions, fresh garlic, parmesan and fresh spinach and arugula.  #foodporn #food #homemade #cook #saturday #dinner #fresh ",40.62298814,-80.22334261,42007603900,0.8519,healthy,0,42007
8530,spinach," &amp; Spicy Spinach Mac &amp;   For NCAA Tournament Day Women &amp; Men Enjoy A  Day  @ Gardena, California ",33.89361111,-118.30777778,06037603006,0.4939,healthy,0,06037
8531,turkey,"Home Made Turkey Chinese Food  @ Gardena, California ",33.89361111,-118.30777778,06037603006,0.0,healthy,0,06037
8532,spinach,"Quick lunch before tackling the pollen-filled yard. Fresh baked Challah with smoked turkey, organic baby spinach, Hellmans olive oil mayo and a couple of dill spears from Aldi. Its ",33.9053,-84.2739,13089021306,0.3182,healthy,1,13089
8533,turkey,"Quick lunch before tackling the pollen-filled yard. Fresh baked Challah with smoked turkey, organic baby spinach, Hellmans olive oil mayo and a couple of dill spears from Aldi. Its ",33.9053,-84.2739,13089021306,0.3182,healthy,1,13089
8534,spinach,"Good thing I like spinach! @ Boerne, Texas ",29.789559999999998,-98.72933,48259970500,0.69,healthy,0,48259
8535,spinach,"#Repost mellowfieldsfarm #producerpicks 

Our current shining star: Overwintered Spinach  Available in Lawrence at The Merc Co-op. @ The Merc Co+op ",38.96758,-95.2613,20045000702,0.0,healthy,0,20045
8536,spinach,Sooo...My The Valerie Jane requested of me earlier that cilantro be a part of the meal I cook tonight... so I took that as a challenge. Here we go: Pan-fried spinach burrito filled with ,28.26221583,-81.51002716,12097041002,0.0772,healthy,0,12097
8537,spinach,"The Fried Mozzarella and Sun Dried Tomato Aioli Burger
This Weeks Burger Special: The Fried Mozzarella and Sun Dried Tomato Aioli Burger
with Baby Spinach and Balsamic ",35.2124,-80.817112,37119002400,0.4019,healthy,0,37119
8538,fruit,"Holly Couliss show At Rest opens tonight in Charlotte, NC at SOCO Gallery!  This is Fruit Salad and Lake, 2019. @SOCO_Gallery #hollycoulis @ SOCO Gallery ",35.2042389,-80.82421109999999,37119002400,0.0,healthy,0,37119
8539,spinach,"Whats your favorite Stuffed  Pretzel?! Today we have: loaded baked potato, spinach artichoke, and jalapeo popper!! Come get em  #graciesluncheonette #stuffedpretzel #scratchmade ",42.25374,-73.89492,36039081102,0.5962,healthy,0,36039
8540,spinach,"Im obsessed with this creamy spinach dip best with quest chips. #keto can be delicious 
#ketodinner #ketoappetizer #ketosnacks #spinachdip #questchips #ketolifestyle #healthyrecipes ",33.5386,-112.186,04013092500,0.802,healthy,0,04013
8541,avocado,"Today breakfast Avocado Toast on a low carb bread @chompiesaz you cant go wrong 
#avocadotoast #lowcarb #keto #healthyfood #healthylifestyle #ketolifestyle #chompieslowcarbbread ",33.5386,-112.186,04013092500,0.1164,healthy,0,04013
8542,peanut butter,Peanut Butter Cup in a fresh baked waffle cone  @ Papa Ed's Ice Cream ,33.54149,-112.18405,04013092500,0.3182,healthy,0,04013
8543,zucchini,"what a weekend it was. happy closing friends, it was a great one.  (these women, and Noah, are SO fierce).



#sweetcharity @OldLibraryTheat yogini_zucchini la.reynolds jaclynleighb ",40.93311071,-74.11993004,34003017300,0.8979,healthy,0,34003
8544,zucchini,"Zucchini Pappardelle with Ragu Bolognese. Low Carb &amp; Delicious.
#weekendfood #lowcarb #foodporn #chefstable @ Feasterville, Pennsylvania ",40.15402358,-74.99156299,42017101405,0.3818,healthy,0,42017
8545,turkey,"A day of Turkey  scouting &amp; my first time shooting  Not too shabby if I say so myself  The best part was spending the entire day with the hubs. 

#sundayinthesouth #turkey ",36.71,-83.13,51105950500,0.6666,healthy,0,51105
8546,turkey,"Dinner is served. Butterball turkey kielbasa, smothered French fries. @ Madison Plaza Apartments ",43.21441278,-75.46290052,36065026300,-0.2263,healthy,0,36065
8547,turkey,Drinking a Wild Turkey Bourbon Barrel Stout by @avbc at @avbc  ,39.0009,-123.35700000000001,06045011200,0.1779,healthy,1,06045
8548,turkey,Incredible weekend of hunting in the West Alabama Turkey Invitational. Around 35 birds weighed in. We brought in the biggest bird and left with some of the cash. ,32.7023,-87.5962,01065040400,0.0,healthy,0,01065
8549,turkey,Turkey and Stuffing @ Sandra's Next Generation ,41.299975700000005,-72.9394655,09009140600,0.0,healthy,0,09009
8550,turkey,"#caulipowerpizza for lunch once again added turkey pepperoni, turkey sausage, &amp; low fat cheese!!  #splash  @ Harvest, Alabama ",34.8528,-86.74799999999999,01089010501,-0.3987,healthy,0,01089
8551,turkey,"In the shop today, shooting some video for my youtube channel. Tap the link in my bio should be posting turkey new videos next week. @ Jonesboro, Indiana ",40.4793,-85.6298,18053010400,0.0,healthy,0,18053
8552,turkey,"Texas State Championship Enduro Circuit.  Round 5 and 6. Turkey, Tx.

See you at the races. 

#TSCEC #ReadyToRace #2019 #HoustonSupercross #KTM ",34.3942,-100.895,48191950500,0.6597,healthy,1,48191
8553,turkey,"Trainer Tip of The Day: Talk to your dog in a happy, uplifting, positive tone. Unless your dog is about to steal the Thanksgiving turkey off your table, theres really never a reason ",39.792319799999994,-75.1930777,34015500600,0.6249,healthy,0,34015
8554,turkey,"Middle school B boat takes the silver @ Jake Snyder Regatta Turkey lake, Orlando #rowbelen #belenjesuit @ Bill Frederick Park At Turkey Lake ",28.50333975,-81.47535525,12095014704,0.0,healthy,0,12095
8555,turkey,official_lcra_rowing  sir_brogan  great way to spend a morning!!!! #lovemyboys #proudmom #clermontfl #lovefl @ OARS Regatta Turkey Lake ,28.50182951,-81.47549296,12095014704,0.7405,healthy,0,12095
8556,turkey,Drinking a Wild Turkey Old Fashioned by @avbc @ Social 37  ,39.9659,-74.2033,34029722900,0.0,healthy,0,34029
8557,turkey,"Major meal-prep morning 
.
.
.
#mealprep #cleaneating #veggiepasta #gulfshrimp #fruitsalad #alltheveggies #roastedveggies #turkey #eggs #hardboiledeggs ",26.6318,-81.8571,12071000600,0.0,healthy,1,12071
8558,turkey,"I'm at Pavillion of Turkey Creek in Knoxville, TN ",35.90217392,-84.15206552,47093005803,0.0,healthy,0,47093
8559,turkey,Who the hell can watch #nascar #f1 is #racing amazing #bahrain  track is amazing. #teamhamilton #lewishamilton c'mon lad! @ Matheniaseed Hq Turkey Estate ,43.0049871,-88.28362374,55133202201,0.5093,healthy,0,55133
8560,turkey,"I may or may not have pigged out a bit tonight.  Sliced brisket, shaved turkey, mac and cheese, and fried pickles washed down with sweet tea. In my defense, I couldn't finish the ",41.59484445,-93.73664607,19153011114,0.5423,healthy,0,19153
8561,turkey,Im the one they call  #WNB #Gemellus @ The Turkey Leg Hut ,29.72597,-95.37793,48201312600,0.0,healthy,0,48201
8562,cauliflower,Late lunch green leaf wrap cauliflower chicken Burger Yahudah.... Comma YAHWEH!!!!!!! @ green seed vegan ,29.73043,-95.37642,48201312600,0.0,healthy,0,48201
8563,chicken,Late lunch green leaf wrap cauliflower chicken Burger Yahudah.... Comma YAHWEH!!!!!!! @ green seed vegan ,29.73043,-95.37642,48201312600,0.0,healthy,0,48201
8564,turkey,Everyday feels like #thanksgiving here  @ The Turkey Leg Hut ,29.72597,-95.37793,48201312600,0.3612,healthy,0,48201
8565,turkey,Spinning at TLH today from 5-10p @ The Turkey Leg Hut ,29.72597,-95.37793,48201312600,0.0,healthy,0,48201
8566,turkey,"I went hiking last week.
.
.
This is that one time I held a bird...and it wasnt Thanksgiving Turkey.
.
.
.
In Frame: @LJaquell 
.
.
.
#project_visivi #malemodels #seattlephotographer ",48.05570881,-123.74081513,53009000600,0.0,healthy,1,53009
8567,turkey,Just posted a photo @ Turkey Run Education Center   Prince William Forest Park ,38.58230995,-77.37370593,51153901001,0.0,healthy,0,51153
8568,turkey,#fi #camping #morning she feels much better than I do. @ Turkey Run Education Center   Prince William Forest Park ,38.58230995,-77.37370593,51153901001,0.4404,healthy,0,51153
8569,turkey,#Fi #camping #twodays #whatwasithinking @ Turkey Run Education Center   Prince William Forest Park ,38.58230995,-77.37370593,51153901001,0.0,healthy,0,51153
8570,turkey,All of the birds here are kept since they all have issues and can't be released in the wild. The first pic is of a Turkey Vulture hanging out in his enclosure. The second pic is a wild ,40.69688915,-74.50150114,34027044102,-0.4588,healthy,0,34027
8571,turkey,"Turkey Press @elmsttaproom 
| Roasted Turkey, honey mustard, bacon, swiss, caramelized onion, sourdough |
Location: Elm Street Taproom, Davis Square, Somerville, MA
.
.
.
#Somerville ",42.3956,-71.12233,25017350900,0.0,healthy,0,25017
8572,turkey,"Any duck or turkey call collectors out there???
.
.
.
#patina46 #shopsmall #shoplocal #artisanmarket #marketplace #supportlocalartists #vintage #homedecor #handmade #antiques #collectibles ",41.24292,-82.61369,39077915600,0.0,healthy,0,39077
8573,turkey,Although turkey is traditional central #texasbbq we dont neglect the #pollo. #polloalfumar #texmexbbq @ Gate City Brewing Company ,34.023807899999994,-84.36196268,13121011418,0.357,healthy,0,13121
8574,turkey,When one of your regulars says you know what would be good. And you actually listen to them. Cathy this #4S #SaturdaySmokerSpecial is for you. Smoked Turkey Breast Reuben @ The Imperial ,33.76608,-84.30631,13089022700,0.4404,healthy,0,13089
8575,pork,"#SOTW Pork Banh Mi:  Marinated Pork, Pickled Carrots and Daikon Radish, Cucumber, Jalapeno and Cilantro on a Lee's Bakery Roll. #oakhurstlife @ The Imperial ",33.76608,-84.30631,13089022700,0.0,healthy,0,13089
8576,cucumber,"#SOTW Pork Banh Mi:  Marinated Pork, Pickled Carrots and Daikon Radish, Cucumber, Jalapeno and Cilantro on a Lee's Bakery Roll. #oakhurstlife @ The Imperial ",33.76608,-84.30631,13089022700,0.0,healthy,0,13089
8577,turkey,"Cold and windy, but we needed some outside time with a buddy. #kidlife #gooutside #oklahoma @ Turkey Mountain Urban Wilderness Area ",36.06500298,-95.99306612,40143006705,0.0,healthy,0,40143
8578,turkey,"What an awesome start to TN Turkey season! The Good Lord blessed us with perfect weather, and I got to finally experience my first double Tom take down with one of my best buddies ",35.545,-87.1987,47119011002,0.9642,healthy,0,47119
8579,turkey,"Here turkey  turkey  turkey  @ Jackson, California ",38.3507,-120.774,06005000401,0.0,healthy,0,06005
8580,turkey,I guess its not too early for spring cleaning LOL! Not a coyote in sight or turkey or deer for that matter I wonder why? Lol #Kenai #GSDLife @ Moose Hill Farm ,42.12801541,-71.21060809999999,25021414100,0.7734,healthy,0,25021
8581,turkey,"You may enter, human. You provide lots of love, chin scratches, kisses and yummy treats. Plus you have sliced turkey in that cold square thing. And I love turkey ... I mean I love you.  ",40.405,-75.3,42017102300,0.9652,healthy,0,42017
8582,turkey,"Turkey lurky... @ Grand Island, Nebraska ",40.9217,-98.359,31079000700,0.4588,healthy,0,31079
8583,turkey,"My son Nick cooked Turkey taco pasta for dinner! Yum!!! #delicious @ Colorado Springs, Colorado ",38.8301,-104.8207,08041002300,0.0,healthy,1,08041
8584,orange,"Wake up your closet for Spring with this beautiful bag.  Sideline Orange Weekender Bag  @ Colorado Springs, Colorado ",38.8301,-104.8207,08041002300,0.6833,healthy,1,08041
8585,turkey,"Turkey Vulture struck me a pose. @ Miami, Arizona ",33.3962,-110.87200000000001,04007000900,-0.6124,healthy,1,04007
8586,turkey,Drinking  The Turkenator by @turkeyhillbrew @ Turkey Hill Brewing Co.  ,41.0247,-76.4262,42037050900,0.0,healthy,0,42037
8587,turkey,They jacked my sandwich all the way up at @SUBWAY tonight. Ordered a turkey Italian and just got turkey ,36.87,-76.39,51740213103,0.0,healthy,0,51740
8588,turkey,"Made Tom a huge Turkey club for lunch.  Last day of break, then back to eating at my desk @ West Linn, Oregon ",45.3652,-122.641,41005020600,0.3182,healthy,0,41005
8589,turkey,"What are you having for lunch today?! Come on down for todays specials!! Fresh Spring Salad, Turkey Pesto Sandwich and our Classic Panini  #Foodie #Salad #Sandwich #Panini ",38.48138,-120.84817,06005000301,0.4898,healthy,0,06005
8590,turkey,"I'm at Turkey and the Wolf in New Orleans, LA ",29.92715028,-90.07451442,22071014100,0.0,healthy,0,22071
8591,turkey," (@ Turkey and the Wolf in New Orleans, LA) ",29.92715028,-90.07451442,22071014100,0.0,healthy,0,22071
8592,turkey,Drinking a Daydream by @saintarnold @ Turkey and the Wolf  ,29.9272,-90.0745,22071014100,0.0,healthy,0,22071
8593,turkey,"I liked Catalina, but I always have to board my turkey... @ Catalina Island ",33.34399129,-118.32530737,06037599000,0.2263,healthy,0,06037
8594,turkey,"Taste of Culture presents Turkey! This event will feature traditional cuisine and entertainment. Next week Wednesday, April 3rd in the MUC Goshen Lounge from 11 am - 1 pm! Stop by ",38.79285647,-89.99765961,17119403101,0.2924,healthy,0,17119
8595,turkey,"Taste of Culture presents Turkey! This event will feature traditional cuisine and entertainment. Next week Wednesday, April 3rd in the MUC Goshen Lounge from 11 am - 1 pm !!! @ ",38.79285647,-89.99765961,17119403101,0.6083,healthy,0,17119
8596,turkey,"Butterball is looking for teammates like you. See our latest #Labor job openings, including ""Turkey Loader"", via the link in our bio. #Clinton, NC",34.9979453,-78.32333249999999,37163970800,0.3612,healthy,0,37163
8597,turkey,"See our latest #Garner, NC job and click to apply: Brand Manager  Fresh Raw Every Day Turkey -  #BrandManager",35.7112642,-78.6141709,37183052803,0.3182,healthy,1,37183
8598,chicken,"Fried Chicken Thursday! (@ Angie's Restaurant in Garner, NC)  ",35.71721308,-78.62399155,37183052803,0.0,healthy,1,37183
8599,turkey,"Tonights surprise community table is Christmas Dinner! 
Join us for some turkey, ham, stuffing, potatoes and cookies!
.
.
.
#ChristmasInMarch #AprilFools #CommunityTable #Lajr #LMU @ ",33.968151399999996,-118.42208889999999,06037276500,0.5972,healthy,0,06037
8600,chicken,"Chicken and waffles for breakfast, yum!! 
.
.
.
#ChickenAndWaffles #ForBreakfast #DontForgetTheButter #Lair #LMU @ Lair Marketplace ",33.96690125,-118.4225079,06037276500,0.0,healthy,0,06037
8601,spinach,"Happy National Spinach Day!
.
.
.
#MakePopeyeProud #NationalSpinachDay @ Loyola Marymount University ",33.9681514,-118.4220889,06037276500,0.6114,healthy,0,06037
8602,turkey,Because #Starbucks needs competition and their coffee is just as good AND they have a fabulous havarti and turkey breakfast bagel AND free shot fridays ,39.22685,-84.25457,39025040404,0.8625,healthy,0,39025
8603,turkey,@ColU_Official @TwitterMoments Is this the dude from turkey who flew with that unberella the other day?,40.62231078,-74.24754365,34039035400,0.0,healthy,1,34039
8604,turkey,2 teams from China &amp; this team from Turkey here at the @FIRSTweets FRC North Star Regional at Mariucci Arena @ 3M Arena at Mariucci ,44.97805556,-93.22805556,27053104900,0.0,healthy,0,27053
8605,turkey,"Ol Tom is back! #turkey #wildlife @ Cabarrus, North Carolina ",35.2369,-80.5419,37025041601,0.0,healthy,0,37025
8606,yogurt,"We had such a great day spending time with Matt, Haley and Maddox @ Yogurt Mountain ",36.18798834,-86.61492001,47037015404,0.6249,healthy,1,47037
8607,yogurt,"Slingin' literature!! So proud of this dude, @miloinkbooks is celebrating birthday #47 &amp; signing his children's books. #dreamandachieve @ Menchie's Frozen Yogurt ",34.264524,-118.522943,06037111301,0.8261,healthy,0,06037
8608,yogurt,"I'm at Sweet Cece's Frozen Yogurt in Murfreesboro, TN ",35.85925162,-86.44437949,47149040901,0.4588,healthy,0,47149
8609,yogurt,"#motheringSunday here I am with Mom at the go to Yogurt joint in Alice, Texas. Lots of fun. @ Alice, Texas ",27.7507,-98.0705,48249950400,0.5106,healthy,1,48249
8610,yogurt,A Big Treat &amp; Even Bigger Smile..thats Menchies                                           #menchiesparkville #spreadingsmiles #yumm @ Menchie's Frozen Yogurt ,39.39753531,-76.54372215,24005491900,0.4019,healthy,0,24005
8611,yogurt,"I'm at Hoffman's Ice Cream &amp; Yogurt in Spring Lake, NJ ",40.1586734,-74.035341,34025808900,0.0,healthy,0,34025
8612,yogurt,Post @snapfitness workout yogurt!  #yummy @ Froyo Fresh ,28.05677976,-82.62590881,12057011507,0.3802,healthy,0,12057
8613,yogurt,Yogurt @ Blue Goose Inn Bed and Breakfast ,48.218920000000004,-122.68661999999999,53029971000,0.0,healthy,0,53029
8614,yogurt,"I'm at Yummis Frozen Yogurt and Cafe in Clermont, FL  ",28.55537147,-81.7688335,12069031305,0.0,healthy,1,12069
8615,yogurt,"Time for @breakfastshoppes Benny Blues Berry Pancakes! Three stacked pancakes  with smashed blueberries right in the batter &amp; whole fresh blueberries overtop, a side of vanilla Greek Yogurt, and some awesome coffee . Yummy!   ",39.076675200000004,-76.54603447,24003730700,0.8856,healthy,0,24003
8616,yogurt,Does anyone else fight the yogurt battle with their cat? I swear mine knows the sound of the cup opening and the scrape of the spoon she comes running so fast. #Cats #CatsOfInstagram ,38.0297,-84.4947,21067000700,-0.6597,healthy,0,21067
8617,yogurt,Love me some menchies!! @ Menchie's Frozen Yogurt ,47.84937037,-122.27179999,53061051802,0.6988,healthy,0,53061
8618,yogurt,"Great day for Georgios Pizza, mini golf, go karts and some Wild Honey frozen yogurt.  #wildhoney  #pensacola  lovegeorgios @ Wild Honey Frozen Yogurt ",30.49929752,-87.2224649,12033001202,0.6249,healthy,0,12033
8619,yogurt,"Frozen yogurt! (@ Yogurt Delite in Woodland Hills, CA)  ",34.1690972,-118.61479875,06037137201,0.0,healthy,0,06037
8620,yogurt,Tex Mex Yogurt after hanging in DT Dallas. @ Bishop Arts District ,32.748634,-96.828477,48113004700,0.0,healthy,0,48113
8621,yogurt,"In addition to our delicious #Aa bowls, we now a have Yogurt Bowl option w/ yogurt from Confluence Kombucha! 
Mix it up &amp; get 1/2 Aa 1/2 Yogurt! Either way get 3 toppings included &amp; as many additional toppings as you want for .99 each  
 #yum #supportlocal #stl #plantbased ",38.64823487,-90.27834055,29510112100,0.6792,healthy,0,29510
8622,yogurt,Had a great time on the Friday Field Trip ! #ThankGodItsFriday #TGIF #EverythingsAry @ Menchie's Frozen Yogurt ,40.886576,-73.909867,36005029700,0.6588,healthy,0,36005
8623,yogurt,"How else do you eat your BBQ chips and yogurt?
*
*
*
*
*
*
*
*
*
#HuntingtonLibrary #yogurt #bbqchips #bbq #dip #toddler #instagram #instapic #instaphoto #insta #instalike #instadaily ",34.12895566,-118.11427196,06037464100,0.0,healthy,0,06037
8624,yogurt,"Frozen yogurt shell  dancing on liquid nitrogen!, Inspired by vakuum_by_martin_lippo
.
.
.
#liquidnitrogendessert #liquidnitrogen #liquidnitrogenfun #greekyogurt #colorful ",40.74555556,-73.95861111,36061008602,0.5411,healthy,0,36061
8625,yogurt,"
Frozen greek yogurt shell inspired by vakuum_by_martin_lippo. First time trying to do this, kind of fun but also tricky to get the right consistency, shape to mold it, dipping ",40.74555556,-73.95861111,36061008602,0.2967,healthy,0,36061
8626,yogurt,DONUT + FROYO =  @theyogurtshoppe now carries @dksdonuts! Add a fresh donut to your #Froyo in #Brentwood &amp; #ThePalisades  #DKSDONUTS    #DonutFroyo @ The Yogurt Shoppe ,34.06395605,-118.46956742,06037264102,0.3802,healthy,0,06037
8627,yogurt,"#TheMerryWriter Day 28 - When was the last time you tried something new?
.
Yesterday I tried adding cottage cheese to my yogurt snack. It worked out so well, I'll keep doing that. I'd ",31.0,-92.0,22009030700,0.4101,healthy,0,22009
